X1,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X2,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X3,X30,X31,X32,X33,X34,X35,X36,X37,X4,X5,X6,X7,X8,X9,band_offset_db_1,band_offset_db_2,band_offset_db_3,band_offset_db_4,compress_ratio,compress_ratio_high,env_overrun_max,env_overrun_mean,env_overrun_rate,freq_shift_score,global_offset_db,high_low_energy_ratio,mod_[RF板][Mixer1],mod_[RF板][Mixer2],mod_[RF板][RF] 低频通路固定滤波/抑制网络,mod_[RF板][RF] 步进衰减器/ATT,mod_[RF板][RF] 输入连接/匹配/保护,mod_[RF板][YTF],mod_[数字中频板][ADC],mod_[数字中频板][RBW],mod_[数字中频板][VBW],mod_[数字中频板][检波/对数],mod_[时钟板][参考分配],mod_[时钟板][参考域] 10MHz基准,mod_[校准链路][校准源],mod_[校准链路][校准表/存储],mod_[校准链路][校准路径开关/耦合],mod_中频放大器,mod_前置放大器,mod_数字放大器,mod_本振源(谐波发生器),offset_db,offset_slope,ripple_hp,sample_id,shape_rmse,switch_step_mean_abs,switch_step_std,tail_asym,viol_energy_aligned,viol_rate_aligned
-9.933073170731706,0.04828183320557073,0.0,0.0,1.8945504512862517,0.01975496027476112,0.032958399427206395,0.01392559481191057,0.0,0.0,-0.0001352857329183091,0.00048240149423272867,-0.3240665127247411,3.0,0.0769938710705201,0.0015929396616680077,3.946550316391573e-05,0.0015929396616680077,0.0008167592087451381,0.0003409192413814845,-0.5587101020768894,1.1031158511744412,-0.0002026236504533217,0.026907222647621402,0.036396470572177785,-22.07169981136719,0.30726490593512884,0.037456317307971984,0.00031210919055554685,0.8776465471350491,0.0356987025903717,0.0356987025903717,0.3463408622730548,0.003305830913225767,0.08022703107073426,0.04512631441062524,0.0012743973666358118,0.029218709504411855,0.017524242216632402,-0.001111716556501996,-0.047734225111639716,0.2,0.2,0.0,0.0,0.0,0.2047982261346688,0.0,4.697946097993057,0.009064443944136587,0.0,0.008915846502429428,0.0,0.3274627154018796,0.0,0.07760114445460865,0.07163182565040799,0.059693188042006656,0.08357046325880933,0.007281274643650701,0.007281274643650701,0.029753025018331786,0.022314768763748834,0.05950605003666357,0.12535569488821396,0.0,0.10744773847561195,0.0031205462758503,0.012458329290912395,-0.01454206272817006,0.00015695437983437926,sim_00000,0.039911648195332744,0.0,0.0,-0.07255195098685574,0.0,0.0
-9.933073170731708,0.034606655228281616,0.020731707317073172,0.010439870630888137,0.18930041972470568,0.04595426288887087,0.05519810217959215,0.04278919596230284,0.0,0.0,-0.00011365288650212353,0.0030434788961864238,-0.7561184761263218,0.0,0.0870868406034359,0.003071502290934044,0.030471499155446002,0.003071502290934044,0.0004667808384711539,0.00048642689472365355,0.10575412334122233,0.3575530870830599,-0.00031541779179961466,0.0840491580538728,0.01922369703151326,-24.53149447448907,0.2767526165912564,0.030100079807965172,0.0003301036958309709,0.9524523569143228,0.059511511447197345,0.059511511447197345,0.40725434628396107,0.004309897238832543,0.07641892288632945,0.05399659698880702,0.0035416199947299006,-0.014649397204864023,0.019844207149107618,0.0019197568122182318,-0.019637855092465628,0.2,0.2,0.010439870630888137,0.00011056200007854092,0.020731707317073172,0.4591923113890606,0.0,8.152304619924871,0.014729584537415272,0.0,0.014488115938441253,0.0,0.3237457321760885,0.0,0.07533819131313085,0.06954294582750539,0.05795245485625449,0.08113343679875629,0.011831961349727022,0.011831961349727022,0.028885387022695202,0.021664040267021397,0.057770774045390404,0.12170015519813444,0.0,0.10431441874125809,0.005070840578454437,-0.00032538046289598554,-0.0072109990521048205,0.004451248165457833,sim_00001,0.05542113577809502,0.0,0.0,-0.008578755204677338,0.00011056200007854092,0.020731707317073172
-9.933930077005847,0.016798879426956806,0.24634146341463414,0.04775227855275155,0.0,0.04058580284603669,0.07939175362799997,44.989655593721686,0.0,0.0,0.00011132093365361941,0.004503015617031036,-0.8743604735001682,0.0,0.15073391939965683,0.005321847642969521,0.09272518167882438,0.005506914157140898,0.0010603497094885967,0.0003863603037636225,-0.017341819368045082,1.0850229627761454,0.00025502198319204126,0.11169501164404716,0.01281142318746857,-6.5239115631441384,0.25181504544030114,0.021245588931937166,0.00036237334309999317,0.9677372900421235,0.07540932586668984,0.07540932586668984,0.4056781767794025,0.00571469284903257,0.08360707236552756,0.06353875977330191,0.005686566427668619,0.015502040491216285,-0.006281014272127905,0.0035604221278005,0.0035221623707553107,0.2,0.2,0.04775227855275155,0.005055536266773068,0.24634146341463414,0.7127659573179372,0.0,15.79643147778683,0.07369170362828878,0.0,0.07248364291307093,0.0,0.2850598065561849,0.0,0.051785640334398794,0.04780212953944506,0.03983510794953755,0.05576915112935256,0.05919497504567458,0.05919497504567458,0.019855112489493617,0.014891334367120214,0.039710224978987234,0.08365372669402883,0.0,0.07170319430916756,0.02536927501957482,0.0,0.002257994441815362,0.00801515946191598,sim_00002,0.07295099480452286,0.0,0.0,-0.0036960554611770446,0.005055536266773068,0.24634146341463414
-9.933073170731706,0.015065084533637954,0.032926829268292684,0.05371634631051947,0.6818849927693288,0.04003201003626774,0.046317902139602095,-0.012906346651638822,0.0,0.0,-8.823485646131364e-06,0.0031411537651313197,-0.11122756882534812,3.0,0.014897637306388947,0.0022148973680029423,0.6289446561533185,0.0022148973680029423,0.00040565135909924983,7.632842997558497e-05,-0.07592071284189662,-0.1566615265101522,0.00016135238889972657,0.06832512908462889,0.0016914422095641285,-0.0328991353994249,1.2517912722370206,0.01419248986735796,0.005127950608248053,0.1958405354672594,0.05644963914409909,0.05644963914409908,0.32960723409548676,0.003272502560178552,0.22729482289283354,0.045977047248814774,0.003186561759499004,-0.007498757467870654,-0.0005030290763663459,-0.00039050791906447557,0.00024581064814022113,0.2,0.2,0.05371634631051947,0.0005821217795263223,0.032926829268292684,0.42912691613416754,0.0,0.7776158418912773,0.009064443944136587,0.0,0.00891584650242943,0.0,0.3274627154018796,0.0,0.07760114445460864,0.07163182565040799,0.05969318804200665,0.08357046325880932,0.0072812746436507,0.0072812746436507,0.02975302501833178,0.022314768763748837,0.05950605003666356,0.12535569488821396,0.0,0.10744773847561194,0.0031205462758503,0.0023410238628631674,0.0005821321153496568,0.06709115072893923,sim_00003,0.04706269614039279,0.0,0.0,-0.004728893525297415,0.0005821217795263223,0.032926829268292684
-9.926417638608685,0.014600197326976316,0.23170731707317074,0.0716633496231367,0.025767953049101067,0.06715369435051735,0.0779324672039413,-0.03156276387567275,0.0,0.0,-0.00017758188809339148,0.008218308683081993,-0.6154809613262189,0.0,0.10106431393026404,0.006152534166068879,0.08812277228461551,0.006152534166068879,0.0012084425904660267,0.00020745169204414255,0.10307923247960883,-0.07381975325408027,0.0003522581937640887,0.13527371168072105,0.010544354110832335,-7.023635962476091,0.2208580031517479,0.023977679379053016,0.00038107699364808845,0.9748522716130683,0.08755466788236754,0.08755466788236754,0.36654091903249675,0.0078124355549310616,0.0750195343852127,0.0722659554187671,0.007665819867991684,-0.09229896741120669,0.00390827760516288,-0.009385955674571456,0.006882191465130916,0.2,0.2,0.0716633496231367,0.006771763526252244,0.23170731707317074,0.5128145275967964,0.0,0.6809365735554092,0.009064443944136587,0.0,0.00891584650242943,0.0,0.3274627154018796,0.0,0.07760114445460865,0.07163182565040797,0.05969318804200665,0.0835704632588093,0.0072812746436507,0.0072812746436507,0.02975302501833178,0.022314768763748837,0.05950605003666356,0.12535569488821396,0.0,0.10744773847561197,0.0031205462758503,0.0,-0.0006168156133687315,0.008013861718182226,sim_00004,0.07843809129542151,0.0,0.0,0.021001919438422015,0.006771763526252244,0.23170731707317074
-9.933073170731706,0.031299610604376325,0.0,0.0,0.3374020278205111,0.0263274604511513,0.03802295297108523,-0.005281591091318118,0.0,0.0,-3.657672006752363e-05,0.0015238625968197325,-0.3843942355231156,0.0,0.07751345819090022,0.0012694359807703306,0.010285553905521327,0.0012694359807703306,0.0002971341833146137,0.0003149441365774337,0.14027930738184657,0.7232086818213207,2.950360044313994e-05,0.04928278038049361,0.02026051449131751,-24.16188711695257,0.33369764760658155,0.02598978907008953,0.00031992939394962134,0.9277666324509569,0.04728326368015669,0.04728326368015669,0.3399943013474488,0.0028730808872225897,0.08284976390349463,0.0427989488074657,0.002235707024247225,0.027014983233179635,0.007741895545310129,0.018763683965848266,-0.02111854106805744,0.2,0.2,0.0,0.0,0.0,0.22621403331419832,0.0,2.1329508626419855,0.009064443944136587,0.0,0.008915846502429428,0.0,0.32746271540187966,0.0,0.07760114445460865,0.07163182565040799,0.05969318804200665,0.0835704632588093,0.007281274643650701,0.007281274643650701,0.029753025018331783,0.022314768763748837,0.059506050036663566,0.12535569488821396,0.0,0.10744773847561195,0.0031205462758503,-0.0016881380032049975,-0.006166888382189301,0.0025590588055330937,sim_00005,0.035629145102995814,0.0,0.0,-0.006083752648515538,0.0,0.0
-9.933073170731706,0.013894669280348595,0.007317073170731708,0.008180942234847777,0.4382397263691639,0.030525638121731685,0.03598983590545819,0.06153739859888897,0.0,0.0,-3.675402721769486e-07,0.0022775135220720758,0.013110102544089397,5.0,0.03123863490146251,0.0013425064762044793,0.6008937899407891,0.0013425064762044793,0.0005036738751385659,8.800326153911985e-05,0.021247036402115973,-0.10614682865655607,0.00017694406644613118,0.049633230221895606,0.0031705608093168997,-0.9141151427236242,0.8863604731784035,0.018137736982432654,0.0019142106643843934,0.5877493614700867,0.04818706325286923,0.04818706325286923,0.30523970385070076,0.002436514330687982,0.1482626827772311,0.03949050995087132,0.0023219930649360197,-0.030959918503880246,-0.0022313451559643482,-0.0002562143814994755,0.0026128058182344205,0.2,0.2,0.008180942234847777,4.013454039200872e-05,0.007317073170731708,0.32810866646579995,0.0,0.8143043897771046,0.047171388302852627,0.0,0.046398086855264885,0.0,0.30246018093070454,0.0,0.06237923989128898,0.0575808368227283,0.047984030685606915,0.06717764295984968,0.03789177093179965,0.03789177093179965,0.02391680043063871,0.017937600322979034,0.04783360086127742,0.10076646443977451,0.0,0.08637125523409243,0.016239330399342708,-0.0006185871294848155,-2.2411005783442995e-05,0.040116655089021076,sim_00006,0.036640230296826455,0.0,0.0,0.00013249593039947605,4.013454039200872e-05,0.007317073170731708
-9.933073170731706,0.01611310813320246,0.02195121951219512,0.00827338238151576,0.0,0.04591027910132813,0.05247438517080664,-0.032124008057141065,0.0,0.0,-2.6384637750714696e-05,0.0032824311654159224,-0.7984372058733085,0.0,0.11628328351194743,0.00278060379448295,0.08839266402697044,0.00278060379448295,0.0007376503367917267,5.32714885085252e-05,0.00984549971200972,0.015811547162958337,0.00015234639617619486,0.08029361391699603,0.00382998372016209,-9.321142273884156,0.3183770663449788,0.015113551117418586,0.00037516732232799663,0.9467196225405319,0.0597358677485357,0.0597358677485357,0.36893121168691095,0.0037011905980643424,0.07191675489256433,0.05106528127307205,0.003568373895670547,-0.0537977086659458,0.0015691114770923775,0.007492341517372658,-0.003769846402864374,0.2,0.2,0.00827338238151576,8.323274660596326e-05,0.02195121951219512,0.501189057441527,0.0,0.8017662338716962,0.009064443944136587,0.0,0.008915846502429431,0.0,0.3274627154018796,0.0,0.07760114445460864,0.07163182565040799,0.059693188042006656,0.0835704632588093,0.0072812746436507,0.0072812746436507,0.029753025018331786,0.022314768763748837,0.05950605003666357,0.12535569488821396,0.0,0.10744773847561197,0.0031205462758503,-0.00031586369257396996,-0.0003701529838316669,0.007961964516230992,sim_00007,0.05273143080253891,0.0,0.0,0.0017253594818262274,8.323274660596326e-05,0.02195121951219512
-9.933073170731706,0.013691347013147136,0.0012195121951219512,0.0027455748057967355,0.21734140344651082,0.022658371711411933,0.02714772792025242,-0.04526838418771302,0.0,0.0,-0.00015321083249126996,0.0015114249450452477,-0.08044441486104947,3.0,0.04670602490037953,0.0007516214648170706,0.2909904783801386,0.0007516214648170706,0.00020486971541769177,8.759652902546029e-05,0.03016130627203968,0.04491914213919262,0.00029687363946665575,0.03443422863315468,0.003962391263229683,-2.4130366512045023,0.5713502653199429,0.01690998860948806,0.0006078024655514123,0.8226511310837723,0.04154568307381093,0.04154568307381093,0.29744673622343426,0.0018619053106589064,0.1212706235289609,0.034473376371466344,0.0017260437820695398,-0.023861997064209994,0.0015456050283635392,-0.0031475752819938307,0.001176283055880134,0.2,0.2,0.0027455748057967355,3.348261958288702e-06,0.0012195121951219512,0.22536181526562193,0.0,0.692434001493657,0.0173682260547888,0.0,0.01708350103749718,0.0,0.32201448012727085,0.0,0.07428418002909343,0.06857001233454778,0.057141676945456486,0.07999834772363906,0.013951525847289363,0.013951525847289363,0.02848126896072624,0.02136095172054468,0.05696253792145248,0.1199975215854586,0.0,0.10285501850182166,0.005979225363124012,-0.00037598403845962025,-0.00042564306183094625,0.017386727509862945,sim_00008,0.02741571565392869,0.0,0.0,0.0021515663565891893,3.348261958288702e-06,0.0012195121951219512
-9.933073170731708,0.0456611548722582,0.0,0.0,1.4891824581480348,0.020696791097092868,0.028844289825999563,0.012334591518984538,0.0,0.0,-0.00013877838917879647,0.0004816588197353549,-0.25651260431150913,4.0,0.07104633640931377,0.0013319748962146844,2.7919999346481816e-05,0.0013319748962146844,0.0007894537126739628,0.00028606043582075696,-0.5017210659469472,0.9767974373687144,-0.0001502564175776139,0.0254671432765496,0.03367386637528256,-21.966792224077025,0.32170268556657855,0.03544061757009975,0.00031210284558555874,0.8663172233580607,0.03415220538456681,0.03415220538456681,0.3443313596428885,0.0030157015244652884,0.08020236131330272,0.04359826060789792,0.0011663731326296341,0.030619796253417597,0.018357755336273485,-0.0011581162618661267,-0.04355180684445514,0.2,0.2,0.0,0.0,0.0,0.19013023356594394,0.0,3.461219528675127,0.009064443944136589,0.0,0.008915846502429431,0.0,0.3274627154018796,0.0,0.07760114445460865,0.07163182565040799,0.059693188042006656,0.08357046325880932,0.007281274643650701,0.007281274643650701,0.02975302501833179,0.02231476876374884,0.05950605003666358,0.125355694888214,0.0,0.10744773847561197,0.0031205462758503,0.010370174133166543,-0.013668597802355367,0.0001320137786939703,sim_00009,0.03649623126042858,0.0,0.0,-0.06076219156002435,0.0,0.0
