freq_injected_hz,peak_freq_meas_hz,peak_amp_dbm
10000000.0,10009057.015462136,-9.8764
20000000.0,20005859.364006225,-9.8881
30000000.0,30012191.563600898,-9.8929
40000000.0,40001255.302217714,-9.8855
50000000.0,50002290.40306056,-9.9395
60000000.0,60007630.8653819,-9.9286
70000000.0,70004487.39312388,-9.9286
80000000.0,80001697.80019195,-9.9323
90000000.0,90016001.19745626,-9.9333
100000000.0,99998391.03302799,-9.9448
110000000.0,110002433.90594928,-9.9372
120000000.0,120001899.00857125,-9.9446
130000000.0,129997160.85697183,-9.9339
140000000.0,140001253.90208575,-9.9288
150000000.0,150004807.41150707,-9.9354
160000000.0,159996816.94371384,-9.9104
170000000.0,170005443.264731,-9.9197
180000000.0,180001070.4794508,-9.9451
190000000.0,189996319.8313644,-9.9437
200000000.0,199996172.45176703,-9.9341
210000000.0,209998526.41995198,-9.9573
220000000.0,219989872.30970973,-9.9312
230000000.0,229996936.32721478,-9.8970
240000000.0,239995109.0981585,-9.9019
250000000.0,249998645.01179215,-9.9206
260000000.0,260010382.7217366,-9.9330
270000000.0,270005960.16569567,-9.9268
280000000.0,280004128.244248,-9.9361
290000000.0,290007680.9865542,-9.9325
300000000.0,299999150.79623425,-9.9353
310000000.0,309996203.9000068,-9.9336
320000000.0,319994610.27170604,-9.9291
330000000.0,329993078.0917469,-9.9177
340000000.0,339994980.5483399,-9.9234
350000000.0,350000299.9514158,-9.9307
360000000.0,360000331.4379618,-9.9230
370000000.0,370000701.2626434,-9.9341
380000000.0,379998693.23194325,-9.9402
390000000.0,390002452.64744633,-9.9381
400000000.0,400002650.1875531,-9.9258
410000000.0,410000531.4617816,-9.9079
420000000.0,419998859.2167767,-9.9055
430000000.0,430003115.2829432,-9.9236
440000000.0,440004750.7150873,-9.9138
450000000.0,450003857.4680337,-9.9236
460000000.0,459997919.19194037,-9.9149
470000000.0,470002639.3881984,-9.9062
480000000.0,479994482.9497826,-9.8950
490000000.0,489998951.9139783,-9.9005
500000000.0,500006700.00858086,-9.9132
510000000.0,510005435.44981897,-9.9072
520000000.0,520002025.5271897,-9.9176
530000000.0,529992225.9255876,-9.9441
540000000.0,539998077.273286,-9.9440
550000000.0,549998582.8169078,-9.9281
