freq_injected_hz,peak_freq_meas_hz,peak_amp_dbm
10000000.0,9994289.962624965,-9.8721
20000000.0,19999935.07570852,-9.8821
30000000.0,30000766.306811925,-9.8790
40000000.0,39998652.46208254,-9.8685
50000000.0,50000143.407293975,-9.9269
60000000.0,59997790.9770647,-9.9224
70000000.0,70007564.88566668,-9.9236
80000000.0,80004088.64382826,-9.9390
90000000.0,89993987.8171125,-9.9318
100000000.0,100000629.33210467,-9.9314
110000000.0,110003573.75240824,-9.9226
120000000.0,119995084.8911599,-9.9250
130000000.0,129985172.95255291,-9.9136
140000000.0,140002577.89761528,-9.9227
150000000.0,149991155.714727,-9.9360
160000000.0,159995953.45212817,-9.9099
170000000.0,170006484.41072205,-9.9249
180000000.0,180006565.62646148,-9.9457
190000000.0,190004144.11344597,-9.9432
200000000.0,199994114.41428077,-9.9348
210000000.0,210000392.03414035,-9.9598
220000000.0,219999015.0661576,-9.9372
230000000.0,230002360.33620772,-9.9086
240000000.0,239997824.5802031,-9.9083
250000000.0,250001741.0227023,-9.9219
260000000.0,260001328.0297908,-9.9248
270000000.0,270003320.61997426,-9.9047
280000000.0,280010235.0335713,-9.9110
290000000.0,289998225.8489452,-9.9105
300000000.0,299998965.14944863,-9.9101
310000000.0,309996576.6158523,-9.9149
320000000.0,319995028.35548514,-9.9186
330000000.0,329997521.983246,-9.9076
340000000.0,339991551.8337914,-9.9084
350000000.0,350003351.5088719,-9.9247
360000000.0,359998004.54249233,-9.9147
370000000.0,370011386.3475646,-9.9218
380000000.0,380004180.2670879,-9.9318
390000000.0,389995444.45991606,-9.9339
400000000.0,399998458.5717476,-9.9225
410000000.0,409994427.67831504,-9.9024
420000000.0,419995903.67821854,-9.9069
430000000.0,429991192.3087999,-9.9198
440000000.0,440003081.1022752,-9.9083
450000000.0,450001569.4252798,-9.9205
460000000.0,460003579.9462526,-9.9185
470000000.0,470000434.5281403,-9.9038
480000000.0,480005666.2127575,-9.8942
490000000.0,490000179.2341189,-9.9001
500000000.0,499994842.9793183,-9.9080
510000000.0,509999230.3457731,-9.8867
520000000.0,520005624.46097916,-9.9019
530000000.0,529995655.52001435,-9.9330
540000000.0,540001951.4615167,-9.9360
550000000.0,550003199.3645495,-9.9245
560000000.0,559991098.4604721,-9.9193
570000000.0,570000633.4306104,-9.9226
580000000.0,580010840.9293863,-9.9048
590000000.0,590001693.9584082,-9.8946
600000000.0,599999340.5885221,-9.9027
610000000.0,610010545.0957845,-9.9087
620000000.0,620005853.3154393,-9.9050
630000000.0,629992950.6022809,-9.9063
640000000.0,639995740.7532883,-9.9143
