freq_injected_hz,peak_freq_meas_hz,peak_amp_dbm
10000000.0,9996069.742341604,-9.7913
20000000.0,20000725.204192344,-9.7999
30000000.0,29992899.694548123,-9.7957
40000000.0,39998526.912275515,-9.7989
50000000.0,49991589.210612655,-9.8432
60000000.0,60004567.518369,-9.8428
70000000.0,70003029.4559528,-9.8424
80000000.0,80001864.92474924,-9.8560
90000000.0,89996160.6649571,-9.8448
100000000.0,99994237.79169104,-9.8510
110000000.0,109997530.72829449,-9.8404
120000000.0,120004332.24865794,-9.8540
130000000.0,129997758.95159121,-9.8471
140000000.0,139993759.0807703,-9.8432
150000000.0,149992993.46963817,-9.8466
160000000.0,160000744.25020522,-9.8323
170000000.0,169999257.07748827,-9.8222
180000000.0,179998726.3212533,-9.8477
190000000.0,189996636.49377027,-9.8539
200000000.0,199995530.11209124,-9.8447
210000000.0,210010604.63538685,-9.8752
220000000.0,220003752.91863218,-9.8531
230000000.0,230007630.41215223,-9.8211
240000000.0,239996724.5464706,-9.8207
250000000.0,250003366.06103194,-9.8344
260000000.0,259998557.58329022,-9.8507
270000000.0,270004447.0625701,-9.8359
280000000.0,279994837.3893099,-9.8449
290000000.0,289994073.1285307,-9.8438
300000000.0,300002613.82968235,-9.8315
310000000.0,309995936.63500065,-9.8308
320000000.0,319997452.6691003,-9.8358
330000000.0,330006093.9363819,-9.8291
340000000.0,340004274.5458557,-9.8404
350000000.0,350002986.5329827,-9.8380
360000000.0,360013555.00699085,-9.8240
370000000.0,370003609.4785779,-9.8425
380000000.0,380005438.8665152,-9.8558
390000000.0,390002431.3356066,-9.8444
400000000.0,400002939.58463985,-9.8351
410000000.0,409999081.2431811,-9.8218
420000000.0,420003076.85501856,-9.8248
430000000.0,429993440.22116023,-9.8389
440000000.0,439996892.9813361,-9.8210
450000000.0,449999115.9295962,-9.8455
460000000.0,459993307.74730873,-9.8418
470000000.0,469999395.3255171,-9.8390
480000000.0,480001688.51893115,-9.8207
490000000.0,489995943.08561885,-9.8261
500000000.0,499990051.2924228,-9.8355
510000000.0,510003439.6640291,-9.8073
520000000.0,520007815.71802855,-9.8221
530000000.0,530010897.3946928,-9.8498
540000000.0,540001283.0835751,-9.8522
550000000.0,549995955.1484213,-9.8295
560000000.0,560001713.8424523,-9.8303
570000000.0,570005189.455047,-9.8329
580000000.0,580004367.158209,-9.8170
590000000.0,589990270.5355254,-9.8112
600000000.0,600003305.1831346,-9.8234
610000000.0,610003444.4754925,-9.8312
620000000.0,620001661.5821289,-9.8265
630000000.0,630001615.0028933,-9.8317
640000000.0,639996721.9152783,-9.8402
650000000.0,650003900.914112,-9.8275
660000000.0,659997142.9279622,-9.8389
670000000.0,669998834.4003538,-9.8357
680000000.0,679996049.2679813,-9.8265
690000000.0,690003699.2942803,-9.8252
700000000.0,700000630.5091717,-9.8264
710000000.0,709999747.4060133,-9.8332
720000000.0,719998578.0850924,-9.8273
730000000.0,729992857.2961168,-9.8273
740000000.0,740000342.2675396,-9.8395
750000000.0,749996943.1542188,-9.8092
760000000.0,760004454.9122437,-9.7972
770000000.0,770002404.9281014,-9.8139
780000000.0,779996992.157091,-9.8470
790000000.0,789994052.8893089,-9.8458
800000000.0,800002316.1439129,-9.8066
810000000.0,809995919.2453284,-9.8363
820000000.0,819999276.0647705,-9.8144
830000000.0,829999876.8151361,-9.8075
840000000.0,840005094.2282889,-9.8081
850000000.0,850009913.7877238,-9.8022
860000000.0,859996661.3354719,-9.8156
870000000.0,870000098.2221425,-9.8107
880000000.0,880008480.0366399,-9.8095
890000000.0,890008929.6826417,-9.8090
900000000.0,900002645.0908537,-9.8070
910000000.0,909988184.3581641,-9.7721
920000000.0,919997742.6132542,-9.8116
930000000.0,930001326.8019973,-9.8279
940000000.0,939996314.1080751,-9.8012
950000000.0,950004027.0877142,-9.7993
960000000.0,959991824.5677093,-9.8513
970000000.0,970008150.3157413,-9.8291
980000000.0,980002993.744121,-9.7855
990000000.0,990005084.3890688,-9.7797
1000000000.0,999994028.6560389,-9.8086
1010000000.0,1009999373.129542,-9.7981
1020000000.0,1019989213.2881129,-9.8082
1030000000.0,1030004548.4789009,-9.8046
1040000000.0,1039999340.5920304,-9.8063
1050000000.0,1049997327.6864687,-9.8048
1060000000.0,1059991075.0922308,-9.8377
1070000000.0,1070000976.2583277,-9.8289
1080000000.0,1080000754.4407663,-9.7775
1090000000.0,1089996241.0944839,-9.7553
1100000000.0,1099999105.0642538,-9.8089
1110000000.0,1109999569.7049336,-9.8499
1120000000.0,1120009030.4911592,-9.8494
1130000000.0,1129993921.9674506,-9.8098
1140000000.0,1140000091.7201178,-9.8123
1150000000.0,1150003256.1768184,-9.8118
1160000000.0,1160002890.7087183,-9.8286
1170000000.0,1169994606.1448934,-9.8176
1180000000.0,1179994679.216901,-9.8191
1190000000.0,1190002481.8511531,-9.8452
1200000000.0,1199999681.0636942,-9.8206
1210000000.0,1210003122.6236165,-9.8211
1220000000.0,1220007301.3377445,-9.8215
1230000000.0,1229999666.2331488,-9.8271
1240000000.0,1240002548.563485,-9.8307
1250000000.0,1249987972.7628589,-9.8192
1260000000.0,1259996843.0179658,-9.7900
1270000000.0,1270002876.8268578,-9.8089
1280000000.0,1279998174.1436856,-9.8406
1290000000.0,1289996760.7176614,-9.8507
1300000000.0,1300002803.7395961,-9.8206
1310000000.0,1309997224.3122902,-9.7967
1320000000.0,1320000698.0859303,-9.8120
1330000000.0,1329999306.4806383,-9.8203
1340000000.0,1339991385.9643984,-9.8113
1350000000.0,1350004361.858363,-9.8184
1360000000.0,1360006377.014264,-9.8389
1370000000.0,1370004203.4353323,-9.8496
1380000000.0,1379995696.6257827,-9.8525
1390000000.0,1389990454.5952227,-9.8393
1400000000.0,1400006730.9775355,-9.8183
1410000000.0,1410007223.3310802,-9.8409
1420000000.0,1420008840.1272936,-9.8395
1430000000.0,1429992738.9508572,-9.8207
1440000000.0,1440007008.7714536,-9.7997
1450000000.0,1449997375.3961387,-9.8218
1460000000.0,1459995058.070418,-9.8251
1470000000.0,1469999855.1754704,-9.8295
1480000000.0,1480003286.2713528,-9.8293
1490000000.0,1489992195.3877718,-9.8285
1500000000.0,1500007395.955641,-9.8305
1510000000.0,1509995545.55384,-9.8397
1520000000.0,1519999458.4686253,-9.8379
1530000000.0,1530003374.9467688,-9.8301
1540000000.0,1539993944.1601942,-9.8283
1550000000.0,1549998721.5060294,-9.8289
1560000000.0,1559996614.10645,-9.8375
1570000000.0,1570004015.4831119,-9.8396
1580000000.0,1580010295.77434,-9.8480
1590000000.0,1589993724.352307,-9.8602
1600000000.0,1600008867.374953,-9.8292
1610000000.0,1610000017.0529795,-9.8187
1620000000.0,1619992905.753861,-9.8186
1630000000.0,1629995807.5230403,-9.8272
1640000000.0,1639998972.5774593,-9.8381
1650000000.0,1649995130.3005605,-9.8276
1660000000.0,1660002187.6320636,-9.8389
1670000000.0,1670002465.476105,-9.8391
1680000000.0,1679995719.5615492,-9.8525
1690000000.0,1689992957.6240063,-9.8511
1700000000.0,1700000442.4969094,-9.8398
1710000000.0,1710003074.9203908,-9.8278
1720000000.0,1719994119.129309,-9.8512
1730000000.0,1729998140.2065907,-9.8806
1740000000.0,1740001593.6004274,-9.9014
1750000000.0,1750006452.9675858,-9.8539
1760000000.0,1759992739.5152874,-9.8316
1770000000.0,1769993055.6261754,-9.8297
1780000000.0,1779993917.4528248,-9.8486
1790000000.0,1790008907.8402686,-9.8495
1800000000.0,1799992846.9185443,-9.8419
1810000000.0,1810001962.2637415,-9.8579
1820000000.0,1819998001.3089526,-9.8702
1830000000.0,1830003299.4732533,-9.8643
1840000000.0,1840009845.8446894,-9.8528
1850000000.0,1850014241.867396,-9.8380
1860000000.0,1859999313.2139986,-9.8557
1870000000.0,1869982757.1856859,-9.8576
1880000000.0,1879992992.0135918,-9.8298
1890000000.0,1890010454.639958,-9.8157
1900000000.0,1899994864.8646975,-9.8387
1910000000.0,1910004416.4672713,-9.8617
1920000000.0,1920003636.8899558,-9.8726
1930000000.0,1930007986.9432938,-9.8503
1940000000.0,1940008587.851166,-9.8522
1950000000.0,1949998952.313313,-9.8463
1960000000.0,1960004725.1758068,-9.8606
1970000000.0,1970001298.4666097,-9.8391
1980000000.0,1979999310.8285968,-9.8105
1990000000.0,1990004114.7414403,-9.8104
2000000000.0,1999992959.5397952,-9.8309
2010000000.0,2009998506.125098,-9.8709
2020000000.0,2019997651.7575245,-9.8650
2030000000.0,2029999183.3264554,-9.8608
2040000000.0,2040005508.7832885,-9.8703
2050000000.0,2050002039.5377939,-9.8370
2060000000.0,2060005281.489467,-9.8144
2070000000.0,2069999568.183523,-9.8263
2080000000.0,2080003008.014665,-9.8447
2090000000.0,2089992167.1272254,-9.8512
2100000000.0,2100001365.4013028,-9.8398
2110000000.0,2109992328.4397035,-9.8262
2120000000.0,2119993095.0494597,-9.8300
2130000000.0,2129989385.7190137,-9.8508
2140000000.0,2140003593.3545864,-9.8515
2150000000.0,2150006690.421508,-9.8393
2160000000.0,2160006707.1964307,-9.8505
2170000000.0,2169990410.6328087,-9.8505
2180000000.0,2180000884.3683376,-9.8498
2190000000.0,2189994363.949055,-9.8505
2200000000.0,2199992315.864122,-9.8407
2210000000.0,2210000811.391244,-9.8298
2220000000.0,2219992246.63597,-9.8400
2230000000.0,2230004414.4882364,-9.8498
