freq_injected_hz,peak_freq_meas_hz,peak_amp_dbm
10000000.0,9996322.310638009,-9.8787
20000000.0,19999520.67909798,-9.8874
30000000.0,29998571.179698654,-9.8874
40000000.0,39994910.224067464,-9.8750
50000000.0,49995828.08053746,-9.9309
60000000.0,60001900.16621025,-9.9284
70000000.0,70002432.19520254,-9.9314
80000000.0,79998472.0572684,-9.9400
90000000.0,89993221.81016842,-9.9396
100000000.0,100005710.86799711,-9.9387
110000000.0,109991384.78335425,-9.9281
120000000.0,120005626.66787066,-9.9370
130000000.0,130000706.02001786,-9.9317
140000000.0,140004023.5396755,-9.9367
150000000.0,149991366.1337765,-9.9543
160000000.0,160011526.44446084,-9.9242
170000000.0,170000220.74118364,-9.9338
180000000.0,179994597.88716656,-9.9564
190000000.0,190000640.43116465,-9.9551
200000000.0,200004559.3377882,-9.9454
210000000.0,210003162.8753534,-9.9652
220000000.0,220000227.6127231,-9.9418
230000000.0,230000356.52377903,-9.9093
240000000.0,240001226.98016155,-9.9074
250000000.0,250002744.01571435,-9.9274
260000000.0,260000876.9780252,-9.9414
270000000.0,270007406.1586192,-9.9288
280000000.0,279995844.4190231,-9.9343
290000000.0,289994415.420977,-9.9342
300000000.0,300001992.4036725,-9.9352
310000000.0,309994759.8168994,-9.9356
320000000.0,320005198.2621404,-9.9336
330000000.0,330002778.6320762,-9.9234
340000000.0,339997258.91727877,-9.9318
350000000.0,349999168.7233435,-9.9368
360000000.0,359999023.73163193,-9.9264
370000000.0,369998739.13406885,-9.9349
380000000.0,379998951.32851267,-9.9434
390000000.0,389998641.8481629,-9.9391
400000000.0,399997768.1820149,-9.9266
410000000.0,409996162.4441036,-9.9061
420000000.0,420005763.9360369,-9.9094
430000000.0,429998331.89289093,-9.9248
440000000.0,440009410.5517864,-9.9184
450000000.0,450002563.481953,-9.9356
460000000.0,459999565.20729625,-9.9314
470000000.0,469992701.7713285,-9.9126
480000000.0,480000640.69033766,-9.9040
490000000.0,490001855.64477146,-9.9099
500000000.0,500000027.04576135,-9.9188
510000000.0,509998051.04447997,-9.9063
520000000.0,519997160.12930304,-9.9190
530000000.0,530001121.9794528,-9.9445
540000000.0,539997206.7138824,-9.9420
550000000.0,550000590.8598506,-9.9225
560000000.0,560000079.1168414,-9.9174
570000000.0,570000029.701113,-9.9252
580000000.0,580002243.8836448,-9.9099
590000000.0,590000055.2108172,-9.9015
600000000.0,600005900.7485586,-9.9181
610000000.0,609993799.0304908,-9.9212
620000000.0,619998827.4894444,-9.9189
630000000.0,630005464.7648621,-9.9197
640000000.0,639994119.0735247,-9.9283
650000000.0,649993146.7806275,-9.9209
660000000.0,660004847.8990111,-9.9328
670000000.0,670005184.0188385,-9.9355
680000000.0,679995072.2100756,-9.9267
690000000.0,689997604.0911295,-9.9234
700000000.0,699993313.0948516,-9.9223
710000000.0,709997538.9735118,-9.9226
720000000.0,719998266.1115171,-9.9156
730000000.0,729993878.3956184,-9.9156
740000000.0,739997757.3237916,-9.9267
750000000.0,749997946.9131382,-9.9073
760000000.0,759996550.2174275,-9.8866
770000000.0,769999501.7102336,-9.9077
780000000.0,780003521.1191874,-9.9298
790000000.0,789999774.1806885,-9.9335
800000000.0,800004573.2202488,-9.9069
810000000.0,809997999.0967852,-9.9373
820000000.0,820002643.744856,-9.9205
830000000.0,830000089.3085788,-9.9115
840000000.0,840007607.0724852,-9.9099
850000000.0,849992337.6597679,-9.9089
860000000.0,859998525.6231428,-9.9197
870000000.0,870001050.0115672,-9.9068
880000000.0,880001758.8194889,-9.9037
890000000.0,890002022.5565028,-9.9005
900000000.0,900007184.2394824,-9.8981
910000000.0,910002124.1416521,-9.8603
920000000.0,919995203.0512884,-9.9018
930000000.0,929999806.2237326,-9.9214
940000000.0,939990108.6997844,-9.8967
950000000.0,950001559.7392635,-9.8969
960000000.0,960002708.0306586,-9.9447
970000000.0,969998856.2159607,-9.9241
980000000.0,979999317.4683588,-9.8795
990000000.0,989999870.2999648,-9.8728
1000000000.0,999999068.7247624,-9.9015
1010000000.0,1009992996.0912955,-9.9041
1020000000.0,1019992500.908985,-9.9141
1030000000.0,1029999458.2388704,-9.9086
1040000000.0,1039998141.529909,-9.9141
1050000000.0,1049998480.5381469,-9.9116
1060000000.0,1059995962.9378909,-9.9454
1070000000.0,1069996337.9751059,-9.9361
1080000000.0,1080005446.7495375,-9.8865
1090000000.0,1090001843.2246096,-9.8608
1100000000.0,1100000356.610298,-9.9143
1110000000.0,1110000256.2953942,-9.9552
1120000000.0,1120012231.6964402,-9.9536
1130000000.0,1129999339.3516543,-9.9119
1140000000.0,1139996797.682145,-9.9121
1150000000.0,1149998475.807065,-9.9174
1160000000.0,1159995560.88067,-9.9326
1170000000.0,1169996900.1609206,-9.9246
1180000000.0,1180001326.8739846,-9.9268
1190000000.0,1189998495.4889355,-9.9509
1200000000.0,1199987169.3803256,-9.9237
1210000000.0,1210002111.623394,-9.9226
1220000000.0,1219991599.717521,-9.9223
1230000000.0,1229999976.7688935,-9.9315
1240000000.0,1239997209.5059729,-9.9332
1250000000.0,1250003570.0651233,-9.9234
1260000000.0,1259996365.090081,-9.8942
1270000000.0,1270006466.0251193,-9.9141
1280000000.0,1280004374.0726697,-9.9420
1290000000.0,1290001092.7005215,-9.9514
1300000000.0,1300002071.0056763,-9.9216
1310000000.0,1309993733.5801554,-9.9013
1320000000.0,1320010444.8349674,-9.9117
1330000000.0,1330009054.8209677,-9.9233
1340000000.0,1339989060.277382,-9.9171
1350000000.0,1350011140.2016048,-9.9225
1360000000.0,1359992998.9898617,-9.9436
1370000000.0,1370001187.675661,-9.9525
1380000000.0,1379995943.201157,-9.9523
1390000000.0,1389996795.525433,-9.9438
1400000000.0,1400001599.9045455,-9.9228
1410000000.0,1409993343.5936918,-9.9422
1420000000.0,1419999743.3570516,-9.9447
1430000000.0,1430000135.276679,-9.9223
1440000000.0,1440002046.951418,-9.9035
1450000000.0,1450004611.117205,-9.9248
1460000000.0,1460000805.6774457,-9.9319
1470000000.0,1469994495.084061,-9.9326
1480000000.0,1479996895.5447965,-9.9322
1490000000.0,1489996992.1625862,-9.9341
1500000000.0,1499998417.7581716,-9.9338
1510000000.0,1509998827.6699572,-9.9245
1520000000.0,1520003228.5661447,-9.9248
1530000000.0,1530001998.0394926,-9.9152
1540000000.0,1540002414.5198507,-9.9138
1550000000.0,1549999627.0885458,-9.9138
1560000000.0,1560002773.6308713,-9.9236
1570000000.0,1570000895.9287848,-9.9244
1580000000.0,1580003012.5818374,-9.9341
1590000000.0,1590000528.504946,-9.9456
1600000000.0,1599998252.2820323,-9.9137
1610000000.0,1609993177.4474936,-9.9029
1620000000.0,1620003314.6294336,-9.9023
1630000000.0,1629997662.449019,-9.9125
1640000000.0,1640004666.5162055,-9.9229
1650000000.0,1650000192.3655543,-9.9144
1660000000.0,1659998165.4881368,-9.9255
1670000000.0,1670007284.941237,-9.9245
1680000000.0,1679998773.3363261,-9.9338
1690000000.0,1689998449.4467723,-9.9337
1700000000.0,1700001362.3858638,-9.9241
1710000000.0,1710002970.8969078,-9.9131
1720000000.0,1720001083.53795,-9.9346
1730000000.0,1730002311.3191798,-9.9658
1740000000.0,1740002836.0126297,-9.9850
1750000000.0,1749987414.6118355,-9.9343
1760000000.0,1759995570.2550042,-9.9135
1770000000.0,1769998449.1909525,-9.9137
1780000000.0,1779988819.8037379,-9.9324
1790000000.0,1789993422.3017175,-9.9351
1800000000.0,1799998927.312829,-9.9233
1810000000.0,1809997341.8000813,-9.9433
1820000000.0,1819996660.022871,-9.9528
1830000000.0,1829999071.6294081,-9.9437
1840000000.0,1840003264.8508093,-9.9303
1850000000.0,1849994375.413784,-9.9197
1860000000.0,1859992753.326458,-9.9359
1870000000.0,1870006775.4956415,-9.9380
1880000000.0,1879998872.7334857,-9.9100
1890000000.0,1890006131.2091644,-9.8974
1900000000.0,1900005599.5146434,-9.9244
1910000000.0,1910004130.1106353,-9.9449
1920000000.0,1919994563.4274085,-9.9551
1930000000.0,1930000069.3731334,-9.9350
1940000000.0,1940003848.5238621,-9.9347
1950000000.0,1950005394.1950765,-9.9291
1960000000.0,1960008308.3716824,-9.9434
1970000000.0,1970004569.1341166,-9.9235
1980000000.0,1980004174.0077026,-9.8936
1990000000.0,1990005882.5439487,-9.8941
2000000000.0,2000000982.1987925,-9.9138
2010000000.0,2009997920.6773152,-9.9794
2020000000.0,2020005915.56872,-9.9751
2030000000.0,2029996351.485916,-9.9704
2040000000.0,2039999688.9839795,-9.9812
2050000000.0,2049998946.7717311,-9.9465
2060000000.0,2060005832.8283408,-9.9262
2070000000.0,2070006020.7245708,-9.9367
2080000000.0,2080006847.4478743,-9.9545
2090000000.0,2089998686.9358253,-9.9590
2100000000.0,2099997906.3038452,-9.9494
2110000000.0,2110002623.5818598,-9.9347
2120000000.0,2119995222.2234807,-9.9408
2130000000.0,2129995941.2577364,-9.9600
2140000000.0,2140000536.3284783,-9.9597
2150000000.0,2150000849.5716743,-9.9490
2160000000.0,2160009105.7628727,-9.9593
2170000000.0,2169992636.877062,-9.9592
2180000000.0,2180000236.480334,-9.9597
2190000000.0,2189993210.4177165,-9.9597
2200000000.0,2200006667.079642,-9.9496
2210000000.0,2210004925.958301,-9.9397
2220000000.0,2220002916.2635903,-9.9500
2230000000.0,2229999643.0072503,-9.9603
2240000000.0,2240008448.794846,-9.9601
2250000000.0,2250007400.7033463,-9.9401
2260000000.0,2260002309.635733,-9.9296
2270000000.0,2270000250.121136,-9.9400
2280000000.0,2280005696.0686355,-9.9398
2290000000.0,2290005775.7928,-9.9406
2300000000.0,2300001606.433406,-9.9402
2310000000.0,2310000930.754968,-9.9511
2320000000.0,2320002435.8628497,-9.9502
2330000000.0,2329989868.5058904,-9.9500
2340000000.0,2340005046.294733,-9.9348
2350000000.0,2349998426.5024076,-9.9395
2360000000.0,2360002588.5113006,-9.9694
2370000000.0,2370003406.88455,-9.9445
2380000000.0,2380001518.7272105,-9.9201
2390000000.0,2389999857.9587436,-9.9195
2400000000.0,2400003533.2093067,-9.9332
2410000000.0,2410002014.4103193,-9.9456
2420000000.0,2420003782.1819124,-9.9417
2430000000.0,2429987521.5831304,-9.9305
2440000000.0,2439990253.8643656,-9.9254
2450000000.0,2449999031.6181345,-9.9305
2460000000.0,2459993486.338939,-9.9400
2470000000.0,2469991945.455403,-9.9295
2480000000.0,2479995126.1426997,-9.9085
2490000000.0,2489997276.03174,-9.9080
2500000000.0,2500001955.6921325,-9.9184
2510000000.0,2510006139.720495,-9.8745
2520000000.0,2519998486.848458,-9.8854
2530000000.0,2530008089.005996,-9.9141
2540000000.0,2540005482.7423463,-9.9380
2550000000.0,2549994260.6264477,-9.8972
2560000000.0,2560007985.545303,-9.8958
2570000000.0,2570001931.7222705,-9.8859
2580000000.0,2580002658.1017656,-9.8979
2590000000.0,2590000079.0501003,-9.8929
2600000000.0,2599998267.5228004,-9.8915
2610000000.0,2610003635.4168663,-9.9111
2620000000.0,2620003534.7749104,-9.9087
2630000000.0,2630002447.273354,-9.8890
2640000000.0,2639994887.933278,-9.8906
2650000000.0,2650003143.740936,-9.8979
2660000000.0,2659993881.794393,-9.8633
2670000000.0,2670006338.3383307,-9.8812
2680000000.0,2680002286.2585735,-9.9322
2690000000.0,2690004737.552588,-9.9326
2700000000.0,2700003170.9688954,-9.8949
2710000000.0,2709994994.143821,-9.9013
2720000000.0,2720003634.685837,-9.9055
2730000000.0,2730003378.6261287,-9.8867
2740000000.0,2739999785.4266663,-9.8836
2750000000.0,2750002833.579897,-9.8953
2760000000.0,2759996700.566621,-9.9128
2770000000.0,2769999926.962195,-9.9033
2780000000.0,2779994923.489927,-9.9151
2790000000.0,2790002478.0443683,-9.9165
2800000000.0,2799999332.0594106,-9.8974
2810000000.0,2810003849.683424,-9.9029
2820000000.0,2820009522.9179144,-9.8968
2830000000.0,2829995349.337392,-9.8843
2840000000.0,2839993643.3687005,-9.8842
2850000000.0,2849993797.560515,-9.8959
2860000000.0,2859995838.2171593,-9.9017
2870000000.0,2870008782.837567,-9.9026
2880000000.0,2880009664.49015,-9.9033
2890000000.0,2890004543.7021136,-9.9034
2900000000.0,2900002064.021174,-9.9164
2910000000.0,2909998657.544561,-9.9005
2920000000.0,2919997056.039393,-9.9053
2930000000.0,2930002897.4121604,-9.9415
2940000000.0,2940009582.8462896,-9.9539
2950000000.0,2949997031.4630075,-9.9151
2960000000.0,2960004295.7910395,-9.9129
2970000000.0,2969999663.0732026,-9.9092
2980000000.0,2980003773.1956973,-9.9089
2990000000.0,2989994749.2916265,-9.9129
3000000000.0,3000006779.152084,-9.9219
3010000000.0,3009999699.6616306,-9.9231
3020000000.0,3019998657.4472976,-9.9325
3030000000.0,3030001943.8276353,-9.9318
3040000000.0,3039998376.187071,-9.9213
3050000000.0,3050000402.162997,-9.9293
3060000000.0,3059993759.2770925,-9.9145
3070000000.0,3069997868.831708,-9.9359
3080000000.0,3080004447.4961824,-9.9374
3090000000.0,3089997788.1948094,-9.9471
3100000000.0,3100001770.843734,-9.9254
3110000000.0,3110001338.8708315,-9.9544
3120000000.0,3119994626.671633,-9.9481
3130000000.0,3130002931.3569407,-9.9337
3140000000.0,3139994920.8376536,-9.9299
3150000000.0,3149996837.302669,-9.9359
3160000000.0,3159991194.1905236,-9.9354
3170000000.0,3169999265.318282,-9.9378
3180000000.0,3179992969.6580167,-9.9366
3190000000.0,3189997214.013362,-9.9354
3200000000.0,3200003272.080303,-9.9301
3210000000.0,3210004909.855017,-9.9294
3220000000.0,3219996702.290916,-9.9300
3230000000.0,3229994463.7610035,-9.9417
3240000000.0,3240003254.6979785,-9.9398
3250000000.0,3249998455.335408,-9.9408
3260000000.0,3259999920.86719,-9.9581
3270000000.0,3269997115.4783926,-9.9144
3280000000.0,3280005400.9866548,-9.8889
3290000000.0,3289997531.106572,-9.8738
3300000000.0,3299995681.3847,-9.8966
3310000000.0,3310005477.6266704,-9.8872
3320000000.0,3320000217.7148914,-9.9095
3330000000.0,3329997016.9158664,-9.8970
3340000000.0,3340006164.166325,-9.8670
3350000000.0,3349998147.0125937,-9.8855
3360000000.0,3360000677.3171,-9.8840
3370000000.0,3370002620.364812,-9.8938
3380000000.0,3379995525.5141735,-9.8846
3390000000.0,3390001439.610146,-9.8757
3400000000.0,3400007528.028909,-9.8956
3410000000.0,3410004849.282411,-9.9058
3420000000.0,3419990253.657653,-9.8956
3430000000.0,3430002662.0479,-9.8752
3440000000.0,3439996154.8500333,-9.8645
3450000000.0,3449989561.298633,-9.8851
3460000000.0,3459998345.540496,-9.8459
3470000000.0,3469996576.8101387,-9.8655
3480000000.0,3479995180.735138,-9.9058
3490000000.0,3489986381.253826,-9.9046
3500000000.0,3500009094.3818474,-9.8735
3510000000.0,3510001327.2462454,-9.8770
3520000000.0,3519999004.1565237,-9.8652
3530000000.0,3529995687.274409,-9.8796
3540000000.0,3540004153.1172953,-9.8778
3550000000.0,3549998486.3337064,-9.8873
3560000000.0,3560008957.4286666,-9.9001
3570000000.0,3569993755.6715655,-9.8953
3580000000.0,3579991943.9068985,-9.8862
3590000000.0,3590008342.2060623,-9.8876
3600000000.0,3599998948.856003,-9.8805
3610000000.0,3609995873.7792463,-9.8572
3620000000.0,3619999631.783615,-9.8756
3630000000.0,3630003451.2344675,-9.9208
3640000000.0,3640006007.5886703,-9.9409
3650000000.0,3649992898.431501,-9.8919
3660000000.0,3660008193.286382,-9.8807
3670000000.0,3670001471.167369,-9.8818
3680000000.0,3679993442.5144424,-9.8883
3690000000.0,3690002549.4299245,-9.8792
3700000000.0,3700002144.493249,-9.8997
3710000000.0,3710001649.3014436,-9.9388
3720000000.0,3719996718.4954224,-9.9305
3730000000.0,3730005194.4445834,-9.9161
3740000000.0,3739992298.9374704,-9.9158
3750000000.0,3750001102.319482,-9.8950
3760000000.0,3760002336.830782,-9.8638
3770000000.0,3770006263.4025455,-9.8758
3780000000.0,3780002141.3600264,-9.9067
3790000000.0,3789993995.678805,-9.9131
3800000000.0,3800004670.3675447,-9.9069
3810000000.0,3809995347.432879,-9.9467
3820000000.0,3819994688.7842526,-9.9192
3830000000.0,3830006911.2124352,-9.8787
3840000000.0,3839996394.3887715,-9.8670
3850000000.0,3849991694.1726894,-9.8983
3860000000.0,3860000466.464498,-9.8977
3870000000.0,3870003677.4776573,-9.8984
3880000000.0,3879996875.0246162,-9.9163
3890000000.0,3890000571.126134,-9.9177
3900000000.0,3899995773.324483,-9.8921
3910000000.0,3909995879.4963107,-9.8899
3920000000.0,3920000634.195155,-9.9033
3930000000.0,3930006908.679669,-9.9059
3940000000.0,3940002901.490432,-9.8942
3950000000.0,3949993327.63271,-9.8955
3960000000.0,3959994719.5942326,-9.8936
3970000000.0,3970005855.816432,-9.8836
3980000000.0,3979994538.8058033,-9.8892
3990000000.0,3989996545.9525385,-9.8883
4000000000.0,3999994849.516783,-9.8865
4010000000.0,4010005250.3574677,-9.8817
4020000000.0,4019997083.130478,-9.8831
4030000000.0,4030003364.089794,-9.8734
4040000000.0,4039997912.797878,-9.8765
4050000000.0,4050003599.565322,-9.8744
4060000000.0,4059994468.7390165,-9.9188
4070000000.0,4070001482.8245316,-9.9096
4080000000.0,4080001264.692279,-9.8966
4090000000.0,4090002052.4281554,-9.8914
4100000000.0,4100002872.6274314,-9.8856
4110000000.0,4110004137.639143,-9.8560
4120000000.0,4120006513.9709735,-9.8765
4130000000.0,4130002443.273982,-9.9041
4140000000.0,4140004974.898538,-9.9071
4150000000.0,4149999428.356277,-9.8933
4160000000.0,4159997200.7981853,-9.9085
4170000000.0,4170001672.132633,-9.9169
4180000000.0,4180006225.0055327,-9.9057
4190000000.0,4190007431.6028023,-9.8849
4200000000.0,4199992135.6804,-9.8954
4210000000.0,4209996688.1660185,-9.9050
4220000000.0,4220001710.7399054,-9.9168
4230000000.0,4229999556.720952,-9.9313
4240000000.0,4239997478.9632473,-9.9320
4250000000.0,4250011238.183189,-9.9025
4260000000.0,4259996026.2509823,-9.8772
4270000000.0,4269995471.548145,-9.8976
4280000000.0,4279998504.0054545,-9.9062
4290000000.0,4290005378.92288,-9.8811
4300000000.0,4300002241.671413,-9.8850
4310000000.0,4309999132.368123,-9.8862
4320000000.0,4319996882.332086,-9.8763
4330000000.0,4329995811.068771,-9.8451
4340000000.0,4340006416.67766,-9.8561
4350000000.0,4349997153.873095,-9.8845
4360000000.0,4359993624.130902,-9.8674
4370000000.0,4370002431.082722,-9.8650
4380000000.0,4379996478.447381,-9.8578
4390000000.0,4389999565.291222,-9.8551
4400000000.0,4400001587.095016,-9.8637
4410000000.0,4410000295.039828,-9.8693
4420000000.0,4420003578.696074,-9.8706
4430000000.0,4429997529.475547,-9.8272
4440000000.0,4439998509.201083,-9.8179
4450000000.0,4450000088.838125,-9.8572
4460000000.0,4459999666.236123,-9.8457
4470000000.0,4469995886.265447,-9.8562
4480000000.0,4479995570.924858,-9.8712
4490000000.0,4490008678.519969,-9.8691
4500000000.0,4499996421.518862,-9.8414
4510000000.0,4510004608.915726,-9.8299
4520000000.0,4519994003.127796,-9.8342
4530000000.0,4529999925.369243,-9.8660
4540000000.0,4539999105.031542,-9.8855
4550000000.0,4549994203.610789,-9.8570
4560000000.0,4560007141.548826,-9.8444
4570000000.0,4570008658.163009,-9.8529
4580000000.0,4580002056.933865,-9.8673
4590000000.0,4589994320.603529,-9.8616
4600000000.0,4599998623.231949,-9.8535
4610000000.0,4609993138.044493,-9.8419
4620000000.0,4620003355.215512,-9.8511
4630000000.0,4629997356.813723,-9.8650
4640000000.0,4639997753.543025,-9.8658
4650000000.0,4649995215.848761,-9.8679
4660000000.0,4660005332.978719,-9.8851
4670000000.0,4669997157.999899,-9.8929
4680000000.0,4679995414.587436,-9.8902
4690000000.0,4690005176.9501,-9.8850
4700000000.0,4700001809.465604,-9.8706
4710000000.0,4710004356.049865,-9.9115
4720000000.0,4720000832.910253,-9.9137
4730000000.0,4730003683.407708,-9.8834
4740000000.0,4739997673.792166,-9.8726
4750000000.0,4750001042.0767765,-9.8925
4760000000.0,4759997473.40439,-9.9027
4770000000.0,4769997414.696324,-9.9024
4780000000.0,4780004576.388736,-9.8919
4790000000.0,4790004694.507536,-9.8822
4800000000.0,4799995187.616779,-9.8879
4810000000.0,4810001242.337826,-9.9026
4820000000.0,4820004037.714263,-9.8919
4830000000.0,4830000492.043551,-9.8918
4840000000.0,4839997244.805487,-9.9031
4850000000.0,4849999885.568982,-9.8928
4860000000.0,4860007849.66809,-9.9138
4870000000.0,4870001932.53652,-9.9043
4880000000.0,4880004239.970974,-9.8955
4890000000.0,4890010216.815718,-9.8991
4900000000.0,4899990716.789566,-9.9004
4910000000.0,4910010904.221701,-9.9094
4920000000.0,4920005122.984509,-9.9026
4930000000.0,4930006109.982649,-9.8856
4940000000.0,4940006694.500525,-9.8860
4950000000.0,4950008483.849284,-9.9068
4960000000.0,4960000023.352744,-9.8995
4970000000.0,4970006468.716069,-9.9058
4980000000.0,4980000943.295644,-9.9014
4990000000.0,4990004996.39331,-9.9014
5000000000.0,4999999429.7912245,-9.8924
5010000000.0,5010003128.768789,-9.8686
5020000000.0,5020003851.622968,-9.8872
5030000000.0,5030006501.932026,-9.9267
5040000000.0,5040004297.397701,-9.9274
5050000000.0,5050005652.044887,-9.8884
5060000000.0,5059993328.963566,-9.8599
5070000000.0,5069988614.151686,-9.8593
5080000000.0,5079997003.152242,-9.8775
5090000000.0,5089989841.659914,-9.8841
5100000000.0,5100005123.514084,-9.8842
5110000000.0,5109995900.319836,-9.8722
5120000000.0,5119996674.124637,-9.8733
5130000000.0,5129993020.286434,-9.8596
5140000000.0,5139999736.729856,-9.8471
