freq_injected_hz,peak_freq_meas_hz,peak_amp_dbm
10000000.0,9992845.360509925,-9.9031
20000000.0,20003617.745190307,-9.9088
30000000.0,30006806.920025118,-9.8998
40000000.0,40000700.0653559,-9.8697
50000000.0,50003783.900288574,-9.9136
60000000.0,60003394.981658675,-9.9162
70000000.0,70000415.22467212,-9.8997
80000000.0,79993313.64051828,-9.9241
90000000.0,90008650.98389779,-9.8964
100000000.0,99998640.81051867,-9.9020
110000000.0,110003907.8046825,-9.8817
120000000.0,120006804.08651608,-9.8865
130000000.0,129987259.57551326,-9.8591
140000000.0,139994508.16558242,-9.8675
150000000.0,150000407.21646574,-9.8810
160000000.0,159995234.84461382,-9.8497
170000000.0,170002629.05053487,-9.8360
180000000.0,179993131.21388564,-9.8766
190000000.0,189997607.937492,-9.8592
200000000.0,200005386.24900115,-9.8475
210000000.0,210002034.40662888,-9.8731
220000000.0,219998076.33957937,-9.8408
230000000.0,229991350.97274992,-9.8152
240000000.0,240002290.73871446,-9.8124
250000000.0,250002265.5022688,-9.8327
260000000.0,260008213.37215513,-9.8472
270000000.0,270007031.34513974,-9.8292
280000000.0,280002121.34023875,-9.8222
290000000.0,290003508.28452915,-9.8335
300000000.0,300000172.4025782,-9.8312
310000000.0,309998801.4052939,-9.8357
320000000.0,319997531.28852355,-9.8341
330000000.0,329999156.8182244,-9.8186
340000000.0,340010272.4576274,-9.8376
350000000.0,349988459.1078494,-9.8531
360000000.0,360010245.44139206,-9.8529
370000000.0,370002174.73003227,-9.8632
380000000.0,379998965.0169441,-9.8774
390000000.0,389992368.07320553,-9.8742
400000000.0,400008661.9934365,-9.8849
410000000.0,409994241.301436,-9.8703
420000000.0,419992743.3662286,-9.8740
430000000.0,430001532.62672806,-9.9046
440000000.0,439999828.3971562,-9.8887
450000000.0,450001737.78903264,-9.9133
460000000.0,460005473.5229319,-9.9280
470000000.0,469999913.5006166,-9.9152
480000000.0,480005406.9064545,-9.9254
490000000.0,490001963.9798598,-9.9284
500000000.0,500004201.53267354,-9.9324
510000000.0,510008698.73603547,-9.9259
520000000.0,519997892.7589287,-9.9487
530000000.0,529995746.64699125,-9.9812
540000000.0,539998092.3325367,-9.9913
550000000.0,549992341.5843585,-9.9745
560000000.0,560002417.9294215,-9.9866
570000000.0,569996591.3372926,-9.9919
580000000.0,579996460.4894207,-9.9856
590000000.0,589998958.7705405,-9.9939
600000000.0,600010403.819419,-10.0036
610000000.0,610000770.4216882,-10.0203
620000000.0,620001133.4516217,-10.0185
630000000.0,630001071.6064394,-10.0246
640000000.0,640001273.5013063,-10.0564
650000000.0,649992928.6677951,-10.0370
660000000.0,660007135.9767579,-10.0376
670000000.0,669999671.1142577,-10.0679
680000000.0,679999918.5057051,-10.0433
690000000.0,690012952.9159209,-10.0585
700000000.0,699996878.2230946,-10.0609
710000000.0,710001340.3709762,-10.0592
720000000.0,720000656.706641,-10.0679
730000000.0,730001357.6690779,-10.0601
740000000.0,739995041.923747,-10.0664
750000000.0,750004056.9205748,-10.0579
760000000.0,760005645.6654801,-10.0242
770000000.0,769993939.200984,-10.0383
780000000.0,779999891.4247583,-10.0560
790000000.0,789999535.6163003,-10.0542
800000000.0,800006532.4595364,-10.0147
810000000.0,809998138.8853382,-10.0588
820000000.0,819987602.2952648,-10.0390
830000000.0,829997736.6091385,-10.0121
840000000.0,839995014.5052233,-10.0153
850000000.0,850000457.6993033,-10.0087
860000000.0,860006799.2562969,-10.0193
870000000.0,869998555.6707631,-10.0043
880000000.0,880001259.8099155,-9.9915
890000000.0,889994458.537266,-9.9899
900000000.0,899995254.6552639,-9.9789
910000000.0,909992988.7933553,-9.9423
920000000.0,919999555.1851214,-9.9774
930000000.0,930001706.1164788,-9.9854
940000000.0,939997876.8153701,-9.9524
950000000.0,950008611.8172579,-9.9381
960000000.0,960000511.0474424,-9.9789
970000000.0,969991989.1046696,-9.9491
980000000.0,979993807.5522335,-9.9020
990000000.0,989994799.764518,-9.8818
1000000000.0,999999623.7574074,-9.9092
1010000000.0,1009998021.06545,-9.8900
1020000000.0,1019989248.6959381,-9.8929
1030000000.0,1030003013.9646537,-9.8765
1040000000.0,1039997964.0422803,-9.8731
1050000000.0,1049996164.945217,-9.8691
1060000000.0,1060002114.9060892,-9.8962
1070000000.0,1070000334.2084088,-9.8774
1080000000.0,1079997208.489356,-9.8219
1090000000.0,1090003943.5306714,-9.7886
1100000000.0,1099995828.4049113,-9.8337
1110000000.0,1109999267.6249306,-9.8711
1120000000.0,1120001733.3668158,-9.8699
1130000000.0,1130000346.7117338,-9.8207
1140000000.0,1139997723.440755,-9.8173
1150000000.0,1149996051.755201,-9.8168
1160000000.0,1159999337.1880965,-9.8230
1170000000.0,1169993160.8300433,-9.8147
1180000000.0,1179993959.3805063,-9.8109
1190000000.0,1189999163.918214,-9.8302
1200000000.0,1199995100.6051428,-9.8053
1210000000.0,1210001421.816404,-9.7981
1220000000.0,1219998746.3030348,-9.8062
1230000000.0,1230000161.753304,-9.8096
1240000000.0,1239999075.6286287,-9.8143
1250000000.0,1250001699.505511,-9.8004
1260000000.0,1260001753.229269,-9.7748
1270000000.0,1270008525.0152078,-9.7894
1280000000.0,1279998089.2290862,-9.8289
1290000000.0,1289997881.9480414,-9.8353
1300000000.0,1300008207.6611521,-9.8118
1310000000.0,1310006358.3904815,-9.7926
1320000000.0,1320009115.639037,-9.8087
1330000000.0,1329996427.2854595,-9.8215
1340000000.0,1340008948.1174853,-9.8240
1350000000.0,1350001658.169586,-9.8329
1360000000.0,1360000558.727911,-9.8524
1370000000.0,1370002633.3922584,-9.8716
1380000000.0,1380005535.314538,-9.8812
1390000000.0,1390002970.24499,-9.8761
1400000000.0,1399998101.4986808,-9.8586
1410000000.0,1409997624.6697614,-9.8838
1420000000.0,1420002485.0913358,-9.9014
1430000000.0,1429997233.6264684,-9.8829
1440000000.0,1439998644.7715294,-9.8726
1450000000.0,1449992516.381657,-9.9009
1460000000.0,1460000432.3657532,-9.9096
1470000000.0,1469998311.2631643,-9.9253
1480000000.0,1479998768.4424047,-9.9351
1490000000.0,1489994235.4749122,-9.9437
1500000000.0,1499993150.4742293,-9.9480
1510000000.0,1509984368.182632,-9.9673
1520000000.0,1520000637.1868374,-9.9742
1530000000.0,1530008438.7973912,-9.9738
1540000000.0,1540004031.941266,-9.9802
1550000000.0,1549997210.067593,-9.9891
1560000000.0,1560000540.279911,-10.0033
1570000000.0,1569996803.4867952,-10.0115
1580000000.0,1579999235.6252348,-10.0277
1590000000.0,1590000166.9637852,-10.0479
1600000000.0,1599996435.926819,-10.0200
1610000000.0,1610003494.1851254,-10.0165
1620000000.0,1620001992.9641223,-10.0205
1630000000.0,1630003972.9344456,-10.0337
1640000000.0,1639994715.406051,-10.0505
1650000000.0,1650002800.121251,-10.0443
1660000000.0,1659991171.7522073,-10.0583
1670000000.0,1669999344.6405756,-10.0566
1680000000.0,1679995167.093533,-10.0740
1690000000.0,1690005234.4360962,-10.0766
1700000000.0,1700007972.619076,-10.0677
1710000000.0,1709998415.2821555,-10.0568
1720000000.0,1719991989.7631116,-10.0777
1730000000.0,1729998956.8632398,-10.1089
1740000000.0,1739995029.5977576,-10.1283
1750000000.0,1750006178.005109,-10.0758
1760000000.0,1759999520.8883686,-10.0578
1770000000.0,1769999199.3350236,-10.0516
1780000000.0,1779997529.137395,-10.0680
1790000000.0,1789994295.3601859,-10.0757
1800000000.0,1799994506.475205,-10.0541
1810000000.0,1810001863.7198396,-10.0758
1820000000.0,1820001341.0617757,-10.0819
1830000000.0,1829991460.9000785,-10.0645
1840000000.0,1840004763.1412568,-10.0514
1850000000.0,1849996451.6454885,-10.0378
1860000000.0,1860006652.4352472,-10.0499
1870000000.0,1870007333.951799,-10.0382
1880000000.0,1880001967.9730544,-10.0065
1890000000.0,1890001345.1158032,-9.9856
1900000000.0,1899996471.066958,-10.0057
1910000000.0,1910007218.5805972,-10.0190
1920000000.0,1919996316.94537,-10.0226
1930000000.0,1930000619.0907972,-9.9909
1940000000.0,1940003622.6174874,-9.9839
1950000000.0,1949997535.9403534,-9.9733
1960000000.0,1960002254.6479826,-9.9792
1970000000.0,1970002309.6473758,-9.9508
1980000000.0,1980000808.3480306,-9.9164
1990000000.0,1990002374.8515391,-9.9070
2000000000.0,2000006981.8965728,-9.9175
2010000000.0,2009987280.3580496,-9.9505
2020000000.0,2019995939.8345368,-9.9366
2030000000.0,2030000612.924767,-9.9255
2040000000.0,2039998291.9711242,-9.9203
2050000000.0,2049995810.3666492,-9.8770
2060000000.0,2059999528.006436,-9.8529
2070000000.0,2069997440.3483152,-9.8561
2080000000.0,2079999193.9051354,-9.8672
2090000000.0,2089994469.2958755,-9.8714
2100000000.0,2100001015.3195496,-9.8494
2110000000.0,2110000869.7699656,-9.8305
2120000000.0,2120001395.810767,-9.8327
2130000000.0,2130002358.2813885,-9.8454
2140000000.0,2140001394.8409107,-9.8436
2150000000.0,2150010265.616291,-9.8288
2160000000.0,2159990998.7692165,-9.8358
2170000000.0,2169997088.2508917,-9.8336
2180000000.0,2180000223.9534745,-9.8316
2190000000.0,2189993465.245187,-9.8285
2200000000.0,2199996795.915204,-9.8180
2210000000.0,2210002765.788372,-9.8074
2220000000.0,2220003595.9235044,-9.8170
2230000000.0,2229997503.7608614,-9.8273
2240000000.0,2239996195.954744,-9.8278
2250000000.0,2249990311.248739,-9.8093
2260000000.0,2260007940.68417,-9.8024
2270000000.0,2270000831.4903097,-9.8141
2280000000.0,2279998340.4250927,-9.8155
2290000000.0,2290003421.7717924,-9.8197
2300000000.0,2300000147.5501504,-9.8238
2310000000.0,2310002597.970539,-9.8495
2320000000.0,2319994642.690416,-9.8559
2330000000.0,2330005968.2799087,-9.8618
2340000000.0,2339995204.303474,-9.8493
2350000000.0,2350004187.0267105,-9.8600
2360000000.0,2359988080.4092355,-9.8988
2370000000.0,2369995626.214894,-9.8773
2380000000.0,2380000047.6521015,-9.8606
2390000000.0,2390000207.589136,-9.8662
2400000000.0,2400003972.051817,-9.8847
2410000000.0,2410001011.4053245,-9.9071
2420000000.0,2420004281.4948874,-9.9093
2430000000.0,2429998633.725767,-9.9049
2440000000.0,2440004905.3360705,-9.9134
2450000000.0,2449996349.2737503,-9.9201
2460000000.0,2459989984.855895,-9.9425
2470000000.0,2470002270.8707366,-9.9356
2480000000.0,2480002448.228239,-9.9334
2490000000.0,2489999556.5088243,-9.9367
2500000000.0,2499996992.542194,-9.9539
2510000000.0,2509999146.9697747,-9.9450
2520000000.0,2519994623.534862,-9.9610
2530000000.0,2529990555.0764437,-9.9960
2540000000.0,2540003716.4369535,-10.0238
2550000000.0,2550006216.594276,-9.9951
2560000000.0,2560009169.456022,-10.0058
2570000000.0,2570013834.719954,-9.9933
2580000000.0,2579997593.908943,-10.0102
2590000000.0,2589996754.563537,-10.0209
2600000000.0,2600005277.9649167,-10.0251
2610000000.0,2610000034.088331,-10.0452
2620000000.0,2620000748.7318068,-10.0567
2630000000.0,2629996963.0991406,-10.0329
2640000000.0,2639996957.8482175,-10.0338
2650000000.0,2650006454.874877,-10.0434
2660000000.0,2659996038.083163,-10.0169
2670000000.0,2670000684.447823,-10.0290
2680000000.0,2679989186.4356527,-10.0866
2690000000.0,2689993895.6705465,-10.0888
2700000000.0,2700002684.7769985,-10.0551
2710000000.0,2709998915.5475955,-10.0564
2720000000.0,2720002650.249582,-10.0562
2730000000.0,2730001342.755327,-10.0377
2740000000.0,2739999288.8286524,-10.0331
2750000000.0,2749992147.4769206,-10.0453
2760000000.0,2759997022.43397,-10.0615
2770000000.0,2769993278.6609654,-10.0517
2780000000.0,2779988302.6738667,-10.0536
2790000000.0,2790002258.458486,-10.0523
2800000000.0,2799996132.9688144,-10.0323
2810000000.0,2810006675.667562,-10.0243
2820000000.0,2820005713.131913,-10.0162
2830000000.0,2830009260.925764,-9.9994
2840000000.0,2840005701.190955,-9.9949
2850000000.0,2849995863.9579177,-10.0036
2860000000.0,2859993278.4435306,-10.0017
2870000000.0,2870001895.801248,-9.9937
2880000000.0,2879997310.7060466,-9.9891
2890000000.0,2890007701.5009265,-9.9788
2900000000.0,2899995524.751702,-9.9825
2910000000.0,2910000390.476859,-9.9616
2920000000.0,2920001525.0947814,-9.9558
2930000000.0,2929993288.2434063,-9.9838
2940000000.0,2939994701.2385917,-9.9898
2950000000.0,2949994084.886038,-9.9439
2960000000.0,2959996276.72658,-9.9395
2970000000.0,2970009410.5213666,-9.9254
2980000000.0,2980002713.719514,-9.9156
2990000000.0,2990002289.901336,-9.9110
3000000000.0,3000008448.084326,-9.9142
3010000000.0,3010007402.7700768,-9.8960
3020000000.0,3020000629.980927,-9.8958
3030000000.0,3030005336.094529,-9.8889
3040000000.0,3039988858.0132527,-9.8659
3050000000.0,3050002766.852536,-9.8720
3060000000.0,3060009074.0362854,-9.8482
3070000000.0,3070003340.9977846,-9.8641
3080000000.0,3080002126.330454,-9.8533
3090000000.0,3089996516.0192785,-9.8602
3100000000.0,3099995231.2374344,-9.8357
3110000000.0,3109998401.0026217,-9.8564
3120000000.0,3119990227.6467166,-9.8518
3130000000.0,3129995954.764042,-9.8359
3140000000.0,3139993673.6112704,-9.8258
3150000000.0,3149995814.739379,-9.8269
3160000000.0,3159994468.812471,-9.8264
3170000000.0,3170002503.700193,-9.8222
3180000000.0,3179987527.1658893,-9.8179
3190000000.0,3189996614.813774,-9.8213
3200000000.0,3199996620.031123,-9.8139
3210000000.0,3209994048.181634,-9.8136
3220000000.0,3219995265.283897,-9.8132
3230000000.0,3230000225.936858,-9.8266
3240000000.0,3239998103.663933,-9.8307
3250000000.0,3249995254.543362,-9.8325
3260000000.0,3259994389.6917667,-9.8544
3270000000.0,3269995690.171133,-9.8089
3280000000.0,3280009615.2257433,-9.7943
3290000000.0,3289998734.057264,-9.7799
3300000000.0,3299996214.603997,-9.8082
3310000000.0,3310002906.7953353,-9.7998
3320000000.0,3320007536.6206727,-9.8254
3330000000.0,3330004763.355111,-9.8177
3340000000.0,3340004315.374108,-9.8001
3350000000.0,3350000211.349667,-9.8214
3360000000.0,3359997265.2193003,-9.8287
3370000000.0,3369999871.1520047,-9.8497
3380000000.0,3380001081.715983,-9.8451
3390000000.0,3389993945.730344,-9.8439
3400000000.0,3400001132.250408,-9.8705
3410000000.0,3409990734.3419824,-9.8882
3420000000.0,3420002969.130422,-9.8887
3430000000.0,3429995952.417194,-9.8725
3440000000.0,3439991697.035813,-9.8729
3450000000.0,3450010075.1444006,-9.9007
3460000000.0,3459999855.2274547,-9.8654
3470000000.0,3469995581.8987164,-9.8948
3480000000.0,3479994555.4921494,-9.9503
3490000000.0,3489992908.8450947,-9.9559
3500000000.0,3499996965.9441104,-9.9277
3510000000.0,3510001387.5376534,-9.9368
3520000000.0,3520005149.71753,-9.9376
3530000000.0,3529999772.3972754,-9.9622
3540000000.0,3539999082.8177614,-9.9622
3550000000.0,3550001176.5801144,-9.9705
3560000000.0,3559993317.9280567,-9.9995
3570000000.0,3569997043.902151,-10.0001
3580000000.0,3580002671.212624,-9.9935
3590000000.0,3589994883.5290112,-9.9982
3600000000.0,3599995994.8598566,-9.9982
3610000000.0,3609990740.5244093,-9.9838
3620000000.0,3620001469.2214737,-9.9960
3630000000.0,3630002644.2153716,-10.0465
3640000000.0,3639993959.727724,-10.0697
3650000000.0,3649996411.809651,-10.0199
3660000000.0,3660002653.6890144,-10.0074
3670000000.0,3669999704.27575,-10.0196
3680000000.0,3679999730.7663727,-10.0257
3690000000.0,3690001087.137945,-10.0097
3700000000.0,3699994366.78678,-10.0334
3710000000.0,3709997781.8131227,-10.0737
3720000000.0,3720003488.3579626,-10.0617
3730000000.0,3729998109.310281,-10.0454
3740000000.0,3740012251.0781417,-10.0505
3750000000.0,3750004349.895311,-10.0274
3760000000.0,3760006054.7857556,-9.9890
3770000000.0,3770011505.9419727,-9.9957
3780000000.0,3779998188.7122145,-10.0230
3790000000.0,3789998685.5756226,-10.0218
3800000000.0,3800001100.094115,-10.0110
3810000000.0,3809998358.614381,-10.0502
3820000000.0,3820003530.088667,-10.0118
3830000000.0,3830002205.0884905,-9.9631
3840000000.0,3839999340.503203,-9.9504
3850000000.0,3850006777.3923564,-9.9681
3860000000.0,3860003637.9734454,-9.9682
3870000000.0,3869997444.10959,-9.9571
3880000000.0,3879997273.864204,-9.9699
3890000000.0,3890003222.245989,-9.9659
3900000000.0,3900006916.611064,-9.9301
3910000000.0,3910003180.514105,-9.9186
3920000000.0,3919998097.7745223,-9.9213
3930000000.0,3929995288.8440366,-9.9099
3940000000.0,3939999829.229493,-9.8939
3950000000.0,3950002153.3407645,-9.8832
3960000000.0,3960003746.0033402,-9.8713
3970000000.0,3970003358.4899755,-9.8634
3980000000.0,3980002019.149895,-9.8607
3990000000.0,3990008845.681203,-9.8625
4000000000.0,4000001038.6912766,-9.8455
4010000000.0,4009993571.015375,-9.8445
4020000000.0,4020003749.9392347,-9.8406
4030000000.0,4029996491.663811,-9.8286
4040000000.0,4040006243.1278086,-9.8109
4050000000.0,4049989856.535803,-9.8098
4060000000.0,4060003049.166616,-9.8392
4070000000.0,4069995962.5296054,-9.8257
4080000000.0,4080000276.2985296,-9.8146
4090000000.0,4090001754.0599184,-9.8008
4100000000.0,4100000640.6362114,-9.7947
