freq_injected_hz,peak_freq_meas_hz,peak_amp_dbm
10000000.0,10006374.37400403,-9.9400
20000000.0,20005401.904306475,-9.9683
30000000.0,29991389.291843347,-9.9605
40000000.0,40000630.41673891,-9.9468
50000000.0,50000535.23390762,-10.0019
60000000.0,59994102.02712677,-10.0063
70000000.0,70006828.13764955,-9.9959
80000000.0,80003634.55066107,-10.0073
90000000.0,90005717.47339845,-10.0089
100000000.0,99992377.98704284,-10.0044
110000000.0,109991541.9160826,-9.9914
120000000.0,119992954.41240183,-10.0133
130000000.0,129993638.96914858,-9.9913
140000000.0,140005924.31175852,-10.0006
150000000.0,150009773.35445893,-10.0080
160000000.0,159994411.00661743,-9.9787
170000000.0,170000883.33897966,-9.9864
180000000.0,180000496.6774705,-10.0123
190000000.0,190007178.09518963,-10.0228
200000000.0,200007116.41497338,-10.0042
210000000.0,210005202.1294511,-10.0189
220000000.0,219992114.06527317,-10.0078
230000000.0,229995414.9200354,-9.9747
240000000.0,240005475.81162086,-9.9822
250000000.0,250007482.3261295,-9.9962
260000000.0,259996498.82251054,-10.0054
270000000.0,270002484.9756513,-9.9827
280000000.0,280001174.66864425,-9.9990
290000000.0,289998611.5874626,-10.0056
300000000.0,300000136.2294595,-9.9990
310000000.0,309999551.39618623,-9.9886
320000000.0,319996511.41259164,-9.9984
330000000.0,330000983.2622282,-9.9792
340000000.0,339996487.62252915,-9.9872
350000000.0,350007372.5142596,-9.9953
360000000.0,360005124.44791526,-9.9847
370000000.0,370003405.7649398,-9.9907
380000000.0,379998584.87159085,-10.0082
390000000.0,390000260.62285644,-10.0049
400000000.0,399998436.5126048,-9.9943
410000000.0,409990935.29890823,-9.9818
420000000.0,420007078.09098834,-9.9913
430000000.0,430000810.9420765,-10.0027
440000000.0,439988752.61573577,-9.9721
450000000.0,449994842.0738532,-10.0018
460000000.0,460001557.27393955,-9.9864
470000000.0,470008348.6630197,-9.9847
480000000.0,479994382.897712,-9.9608
490000000.0,489999947.0070525,-9.9725
500000000.0,500004294.5809932,-9.9798
